ID	Gene title	Gene symbol	Gene ID	UniGene title	UniGene symbol	UniGene ID	GI	GenBank Accession
1388978_at				Transcribed locus		Rn.231453	11214774	BF283704
1388979_at	survival motor neuron domain containing 1	Smndc1	287768				18190917	BM390864
1388980_at	late endosomal/lysosomal adaptor, MAPK and MTOR activator 1	Lamtor1	308869				13306200	BG381728
1388981_at	ADP-ribosylation factor GTPase activating protein 3	Arfgap3	503165				3708533	AI104127
1388982_at	solute carrier family 30 (zinc transporter), member 9	Slc30a9	498358	Solute carrier family 30 (zinc transporter), member 9	Slc30a9	Rn.159709	18189119	BM389066
1388983_at	ER membrane protein complex subunit 7	Emc7	296050				14960759	BI296386
1388984_at	polymerase (RNA) III (DNA directed) polypeptide B	Polr3b	362858				11382969	BF397989
1388985_at	hypothetical LOC100361467	LOC100361467	100361467				3226701	AI012869
1388986_at							4607387	AI598339
1388987_at	U6 snRNA biogenesis 1	Usb1	307643				11214716	BF283646
1388988_at	abhydrolase domain containing 14b	Abhd14b	300983				3725708	AI175070
1388989_at	ribosomal protein L22 like 1	Rpl22l1	361923				14978955	BI302675
1388990_at	nucleolar protein interacting with the FHA domain of MKI67	Nifk	246042				4235813	AA924622
1388991_at	SEC14 and spectrin domains 1	Sestd1	295678				3019370	AA892491
1388992_at	E1A binding protein p400	Ep400	304569				4134382	AI169305
1388993_at	ring finger protein 34, E3 ubiquitin protein ligase	Rnf34	282845				3730629	AI179991
1388994_at	frizzled class receptor 6	Fzd6	282581				8083610	AW917849
1388995_at	ring finger protein 14	Rnf14	619577				11395641	BF407666
1388996_at	haloacid dehalogenase-like hydrolase domain containing 2	Hdhd2	361351	Haloacid dehalogenase-like hydrolase domain containing 2	Hdhd2	Rn.7319	4250031	AI406527
1388997_at	ADP-ribosylation factor 3	Arf3	140940				13305291	BG380819
1388998_at	dematin actin binding protein	Dmtn	361069				7165220	AW522835
1388999_at	transcription factor 12	Tcf12	25720	TL0AEA9YK15 mRNA sequence		Rn.165133	11382892	BF397907
1389000_at	lysine (K)-specific demethylase 3B	Kdm3b	682469				4279872	AA964998
1389001_at	karyopherin alpha 4 (importin alpha 3)	Kpna4	361959	Karyopherin alpha 4 (importin alpha 3)	Kpna4	Rn.8372	6965251	AW433944
1389002_at	talin 1	Tln1	313494				14935813	BI283756
1389003_at	Rho-related BTB domain containing 3	Rhobtb3	309922				14932332	BI282008
1389004_at	Josephin domain containing 2	Josd2	292876				13890255	BG668333
1389005_at	inositol hexakisphosphate kinase 2	Ip6k2	59268				14934010	BI282843
1389006_at				Transcribed locus, strongly similar to NP_072139.1 macrophage-expressed gene...		Rn.4301	3710434	AI170394
1389007_at	family with sequence similarity 189, member A2	Fam189a2	309415				4135671	AI231799
1389008_at				Transcribed locus		Rn.7582	4252722	AI409218
1389009_at	arginine/serine-rich coiled-coil 1	Rsrc1	361956				11406767	BF418778
1389010_at	leukotriene A4 hydrolase	Lta4h	299732				8083775	AW918009
1389011_at	non-SMC element 2, MMS21 homolog (S. cerevisiae)	Nsmce2	299957				13298805	BG374333
1389012_at	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2	Ndufb2	362344				18186659	BM386606
1389013_at	ribosomal protein L7-like 1	Rpl7l1	317275	Ribosomal protein L7-like 1	Rpl7l1	Rn.102202	11408633	BF420644
1389014_at	nicotinamide phosphoribosyltransferase	Nampt	297508				14973892	BI297612
1389015_at	FUN14 domain containing 2	Fundc2	361288				3712022	AI171982
1389016_at	ubiquitin specific peptidase 4 (proto-oncogene)	Usp4	290864				4297657	AI029306
1389017_at	anthrax toxin receptor 2	Antxr2	305633				3227944	AI013888
1389018_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4-like 2	Ndufa4l2	100362331				11399214	BF411239
1389019_at				Transcribed locus		Rn.16072	3729199	AI178561
1389020_at	immunoglobulin superfamily containing leucine-rich repeat	Islr	686539				18189202	BM389149
1389021_at	asparagine synthetase domain containing 1	Asnsd1	299507				11215816	BF284746
1389022_at	PAN2 poly(A) specific ribonuclease subunit	Pan2	408200	PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae)	Pan2	Rn.9091	3707448	AI102760
1389023_at	STT3B, subunit of the oligosaccharyltransferase complex (catalytic)	Stt3b	363160				4608552	AI599504
1389024_at	sec1 family domain containing 2	Scfd2	498353				13305119	BG380647
1389025_at	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor	Taf11	309638				14925784	BI278688
1389026_at	ankyrin repeat domain 42	Ankrd42	293117				11384433	BF399429
1389027_at	lectin, mannose-binding 2-like	Lman2l	301343				11215784	BF284714
1389028_at	nuclear receptor coactivator 6	Ncoa6	116464				14951023	BI291460
1389029_at	bromodomain containing 3	Brd3	362092				8501028	BE108923
1389030_a_at	SRC proto-oncogene, non-receptor tyrosine kinase	Src	83805				14934148	BI282912
1389031_at	coatomer protein complex, subunit gamma 2	Copg2	301742				3730175	AI179537
1389032_at	mucolipin 1	Mcoln1	288371				4252005	AI408501
1389033_at	ubiquinol-cytochrome c reductase complex assembly factor 2	Uqcc2	361805				8084560	AW918775
1389034_at	ubiquitin specific peptidase 18	Usp18	312688				14958365	BI295179
1389035_at	Yip1 domain family, member 3	Yipf3	301245				11215900	BF284830
1389036_at				Phosphatidylserine decarboxylase	Pisd	Rn.2904	18185682	BM385629
1389037_at	Ras-like without CAAX 1	Rit1	499652				19705641	BM986252
1389038_at	eukaryotic translation termination factor 1	Etf1	307503				11216371	BF285301
1389039_at				Transcribed locus		Rn.7736	18186573	BM386520
1389040_at	PEST proteolytic signal containing nuclear protein	Pcnp	288165	TL0ACA50YN07 mRNA sequence		Rn.202390	3710865	AI170825
1389041_at	Vac14 homolog (S. cerevisiae)	Vac14	307842				11396572	BF408597
1389042_at	arginyl aminopeptidase (aminopeptidase B)-like 1	Rnpepl1	684035				3248742	AI030916
1389043_at	aarF domain containing kinase 4	Adck4	308453				3706263	AI101347
1389044_at	golgi brefeldin A resistant guanine nucleotide exchange factor 1	Gbf1	309451				11214458	BF283388
1389045_at				Transcribed locus		Rn.41482	6595460	AW251869
1389046_at								
1389047_at	Bcl2-associated athanogene 2	Bag2	690038				3222999	AI009167
1389048_at	bone morphogenetic protein 1	Bmp1	83470				14925635	BI278614
1389049_at				Transcribed locus		Rn.154329	18182900	BM382847
1389050_at	dual specificity phosphatase 3	Dusp3	498003				3710837	AI170797
1389051_at	retinoid X receptor beta	Rxrb	361801				14884874	BI274189
1389052_at	tetratricopeptide repeat domain 13	Ttc13	292095				14925575	BI278584
1389053_at	required for meiotic nuclear division 1 homolog (S. cerevisiae)	Rmnd1	292268	Required for meiotic nuclear division 1 homolog (S. cerevisiae)	Rmnd1	Rn.207169	3711320	AI171280
1389054_at	similar to RIKEN cDNA 0610040J01	LOC498368	498368				8505721	BE113616
1389055_at	peptidylprolyl isomerase E (cyclophilin E)	Ppie	298508				3704974	AI104479
1389056_at	tRNA methyltransferase 1 homolog (S. cerevisiae)	Trmt1	288914				11379032	BF394168
1389057_at	ARV1 homolog (S. cerevisiae)	Arv1	292097				3221606	AI007774
1389058_at	tripartite motif-containing 29	Trim29	300656				14927749	BI279694
1389059_at				Transcribed locus		Rn.165675	14925709	BI278651
1389060_at				Transcribed locus		Rn.229243	14962570	BI297313
1389061_at	NOP2/Sun domain family, member 5	Nsun5	288595				3711204	AI171164
1389062_at	WD repeat domain 55///IK cytokine	Wdr55///Ik	307494///291659				8501257	BE109152
1389063_at	exportin 6	Xpo6	293476				13302632	BG378160
1389064_at	fem-1 homolog c (C. elegans)	Fem1c	302288				8503837	BE111732
1389065_at	RNA binding motif protein 34	Rbm34	307956				18192357	BM392304
1389066_at	regulator of calcineurin 2	Rcan2	140666				14885291	BI274408
1389067_at	solute carrier organic anion transporter family, member 4a1	Slco4a1	171144				3730987	AI180349
1389068_at	WD repeat domain, phosphoinositide interacting 2	Wipi2	288498				14945759	BI288819
1389069_at	ring finger protein 8, E3 ubiquitin protein ligase	Rnf8	361815				18184114	BM384061
1389070_at	tripartite motif-containing 33	Trim33	365894	Tripartite motif-containing 33	Trim33	Rn.7999	3730144	AI179506
1389071_at	EH domain binding protein 1-like 1	Ehbp1l1	309169				14942627	BI287221
1389072_at	myotubularin related protein 4	Mtmr4	287607				4255827	AI412323
1389073_at	receptor accessory protein 4	Reep4	306014				2938788	AA851248
1389074_at	FCH and double SH3 domains 2	Fchsd2	308864				4135796	AI232737
1389075_at				Transcribed locus		Rn.216483	4609269	AI600221
1389076_at	protein kinase N3	Pkn3	296619				11213255	BF282185
1389077_at	golgi transport 1B	Golt1b	362460				4135204	AI179974
1389078_at	F-box and leucine-rich repeat protein 6	Fbxl6	362941				11213202	BF282132
1389079_at	dehydrogenase/reductase (SDR family) member 7C	Dhrs7c	287411				4700302	AI639268
1389080_at	RNA binding motif protein 4B	Rbm4b	474154				3817337	AI233457
1389081_at	vacuolar protein sorting 37 homolog B (S. cerevisiae)	Vps37b	288659				13304808	BG380336
1389082_at	family with sequence similarity 63, member B	Fam63b	363089	TL0ADA51YF09 mRNA sequence		Rn.11558	11383607	BF398612
1389083_at	SMEK homolog 2, suppressor of mek1 (Dictyostelium)	Smek2	360993				4255014	AI411510
1389084_at				Transcribed locus		Rn.19811	3727797	AI177159
1389085_at				TL0ACA35YO18 mRNA sequence		Rn.161242	14960710	BI296359
1389086_at	sushi domain containing 4	Susd4	289335	Sushi domain containing 4	Susd4	Rn.19527	11396419	BF408444
1389087_at	anaphase promoting complex subunit 2	Anapc2	296558				4608071	AI599023
1389088_at	activity-dependent neuroprotector homeobox	Adnp	64622				4609077	AI600029
1389089_at	solute carrier family 39 (zinc transporter), member 7	Slc39a7	294281				18189080	BM389027
1389090_at	Werner helicase interacting protein 1	Wrnip1	282835				14936947	BI284350
1389091_at	ubiquitin specific peptidase 3	Usp3	363084				4254709	AI411205
1389092_at	interleukin 2 receptor, gamma	Il2rg	140924				3729446	AI178808
1389093_at	p21 protein (Cdc42/Rac)-activated kinase 1	Pak1	29431	P21 protein (Cdc42/Rac)-activated kinase 1	Pak1	Rn.9149	14931785	BI281735
1389094_at				Transcribed locus		Rn.146781	14962576	BI297316
1389095_at	BOC cell adhesion associated, oncogene regulated	Boc	360715				8502644	BE110539
1389096_at	microtubule associated monooxygenase, calponin and LIM domain containing 2	Mical2	365352				14884984	BI274243
1389097_at				Transcribed locus		Rn.176503	14920197	BI275857
1389098_at	upstream binding protein 1 (LBP-1a)	Ubp1	301038				4250765	AI407261
1389099_at	zinc finger protein 428	Zfp428	361519				4609232	AI600184
1389100_at	EPM2A (laforin) interacting protein 1	Epm2aip1	316021				11397806	BF409831
1389101_at	cyclin C	Ccnc	114839				8512445	BE120340
1389102_at	dedicator of cyto-kinesis 1	Dock1	309081				13302619	BG378147
1389103_at	GINS complex subunit 4 (Sld5 homolog)	Gins4	290842				18191058	BM391005
1389104_s_at	PR domain containing 2, with ZNF domain	Prdm2	313678				11373244	BF388420
1389105_at	dystroglycan 1 (dystrophin-associated glycoprotein 1)	Dag1	114489				13302612	BG378140
1389106_at	F-box and WD repeat domain containing 9	Fbxw9	288921				4251059	AI407555
1389107_at	cingulin-like 1	Cgnl1	315795				3222806	AI008974
1389108_at	tubulin folding cofactor D	Tbcd	100361417	Tubulin-specific chaperone d-like	LOC100361417	Rn.162351	5000011	AI710235
1389109_at	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	Pip4k2a	116723				4250855	AI407351
1389110_at	mitochondrial ribosomal protein S6-like	LOC100360017	100360017				4700421	AI639387
1389111_at	sterol-C5-desaturase	Sc5d	114100	TL0AAA52YE11 mRNA sequence		Rn.17462	11381288	BF396316
1389112_at	naked cuticle homolog 1 (Drosophila)	Nkd1	364952				3225552	AI011720
1389113_at	solute carrier family 45, member 3	Slc45a3	304785				4607355	AI598307
1389114_at	threonine synthase-like 2 (S. cerevisiae)	Thnsl2	297332				7166259	AW523874
1389115_at	envoplakin	Evpl	303687				5033498	AI716245
1389116_at	myotubularin related protein 9	Mtmr9	282584				8503989	BE111884
1389117_at	O-sialoglycoprotein endopeptidase	Osgep	290028				7174575	AW532161
1389118_s_at	S100 calcium binding protein A14	S100a14	685385				18187250	BM387197
1389119_at	xin actin-binding repeat containing 1	Xirp1	316071				3709215	AI105018
1389120_at	potassium voltage gated channel, Shaw-related subfamily, member 3	Kcnc3	117101				14950849	BI291370
1389121_at				Transcribed locus		Rn.116396	4292163	AA998771
1389122_at	CTP synthase 1	Ctps1	313560	CTP synthase	Ctps	Rn.162834	14961485	BI296748
1389123_at	chemokine (C-C motif) ligand 6	Ccl6	287910				8486755	BE095824
1389124_at	ankyrin repeat domain 40	Ankrd40	690586				3223646	AI009814
1389125_at	mitochondrial ribosomal protein L1	Mrpl1	289491				14955455	BI293704
1389126_at	coiled-coil-helix-coiled-coil-helix domain containing 1	Chchd1	361005				13270117	BG373580
1389127_at				TL0AEA56YI18 mRNA sequence		Rn.202991	11662638	BF552908
1389128_at	WD repeat and FYVE domain containing 3	Wdfy3	305164				3667978	AI146179
1389129_at	RAB11 family interacting protein 3 (class II)///2,4-dienoyl CoA reductase 2, peroxisomal	Rab11fip3///Decr2	303002///64461				11213946	BF282876
1389130_at	E74-like factor 2	Elf2	361944				7167516	AW525131
1389131_at	5'-nucleotidase, cytosolic IIIB	Nt5c3b	360629				11400788	BF412799
1389132_at	huntingtin interacting protein 1	Hip1	192154				6596930	AW253339
1389133_at	solute carrier family 30 (zinc transporter), member 6	Slc30a6	298786				3705048	AI104870
1389134_at				Transcribed locus		Rn.3805	11661099	BF551369
1389135_at	CTP synthase 2	Ctps2	619580					
1389136_at	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)	Prkrir	308845				4249784	AI406280
1389137_at	citron rho-interacting serine/threonine kinase	Cit	83620				4277074	AA957183
1389138_at	SEC22 vesicle trafficking protein homolog B (S. cerevisiae)	Sec22b	310710	SEC22 vesicle trafficking protein homolog B (S. cerevisiae)	Sec22b	Rn.102384	3105490	AA945574
1389139_at	trafficking protein particle complex 12	Trappc12	314013				13886929	BG665007
1389140_at	signal peptidase complex subunit 2 homolog (S. cerevisiae)	Spcs2	293142				3712477	AI172437
1389141_at	origin recognition complex, subunit 2	Orc2	301430				11219181	BF288111
1389142_at	sulfide quinone reductase-like (yeast)	Sqrdl	691966				3227417	AI013361
1389143_at	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha	Pik3ca	170911				11219209	BF288139
1389144_at	COMM domain containing 6	Commd6	498559					
1389145_at	CDC42 effector protein (Rho GTPase binding) 2	Cdc42ep2	309175				1549187	D86683
1389146_at	family with sequence similarity 107, member B	Fam107b	498796				11214337	BF283267
1389147_at	leucine rich repeat containing 58	Lrrc58	303919	TL0ACA52YJ12 mRNA sequence		Rn.16536	8508125	BE116020
1389148_at	apolipoprotein O-like	Apool	317191				6598277	AW254686
1389149_at	EYA transcriptional coactivator and phosphatase 3	Eya3	313027				18189374	BM389321
1389150_at				Transcribed locus		Rn.169457	7166944	AW524559
1389151_at	ADAM metallopeptidase domain 19	Adam19	303068				4134169	AI103440
1389152_at	zinc finger, FYVE domain containing 27	Zfyve27	309376				4256488	AI412984
1389153_at				TL0ACA21YH03 mRNA sequence		Rn.228698	14960178	BI296087
1389154_at	lipoic acid synthetase	Lias	305348				7166838	AW524453
1389155_at	downstream of Stk11	Dos	314622				3103055	AA943139
1389156_at	KxDL motif containing 1	Kxd1	498606				18184642	BM384589
1389157_at	CDC42 effector protein (Rho GTPase binding) 1	Cdc42ep1	315121				14919636	BI275583
1389158_at				Transcribed locus		Rn.204649	9202972	BE329196
1389159_at				Transcribed locus		Rn.16626	18185490	BM385437
1389160_at	alpha hemoglobin stabilizing protein	Ahsp	293522				3814174	AI230287
1389161_at				Transcribed locus		Rn.8238	6164092	AW144193
1389162_at	NFU1 iron-sulfur cluster scaffold	Nfu1	297416				14923107	BI277328
1389163_at	tripartite motif-containing 32	Trim32	313264				13269210	BG372673
1389164_at	HECT and RLD domain containing E3 ubiquitin protein ligase 3	Herc3	362377				14958058	BI295026
1389165_at	WD repeat domain 26	Wdr26	498301				3728930	AI178292
1389166_at	calcium and integrin binding family member 2	Cib2	300719				11391973	BF403998
1389167_at	mitogen-activated protein kinase associated protein 1	Mapkap1	296648				14919968	BI275749
1389168_at	McKusick-Kaufman syndrome	Mkks	311456				4255743	AI412239
1389169_at	progesterone receptor membrane component 2	Pgrmc2	361940				3104074	AA944158
1389170_at	caspase 7	Casp7	64026				11214824	BF283754
1389171_at	transmembrane protein 38a	Tmem38a	306327				3708698	AI104326
1389172_at				Transcribed locus		Rn.166715	4135152	AI179391
1389173_at	Son DNA binding protein	Son	304092				4255079	AI411575
1389174_s_at	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor	Taf6	288533				3828363	AI234857
1389175_at	negative elongation factor complex member A	Nelfa	305455				4239427	AA956953
1389176_at	inositol polyphosphate-5-phosphatase F	Inpp5f	309008				11213744	BF282674
1389177_at	PERP, TP53 apoptosis effector	Perp	292949				4608019	AI598971
1389178_at	neugrin, neurite outgrowth associated	Ngrn	499191				9202819	BE329043
1389179_at	cell death-inducing DFFA-like effector a	Cidea	291541				11215969	BF284899
1389180_at	phosphorylase kinase, beta	Phkb	361377	Phosphorylase kinase, beta	Phkb	Rn.6488	3725673	AI175035
1389181_at				TL0ADA12YI15 mRNA sequence		Rn.205765	18189703	BM389650
1389182_at	tRNA-yW synthesizing protein 5	Tyw5	301419				4612293	AI603132
1389183_at	postmeiotic segregation increased 2 (S. cerevisiae)	Pms2	288479				14931724	BI281709
1389184_at	ribonuclease P/MRP 30 subunit	Rpp30	685332					
1389185_at	adenylate kinase 1	Ak1	24183				14930661	BI281183
1389186_at							3104091	AA944175
1389187_at				Transcribed locus, strongly similar to NP_001007709.1 uncharacterized protei...		Rn.203866	14941050	BI286421
1389188_at	G protein-coupled receptor 108	Gpr108	316136				8503883	BE111778
1389189_at	actinin, alpha 1	Actn1	81634				11665686	BF555956
1389190_at	leucine zipper, putative tumor suppressor 2	Lzts2	365468				18192129	BM392076
1389191_at	vacuolar protein sorting 36 homolog (S. cerevisiae)	Vps36	290851					
1389192_at	ATP5S-like	Atp5sl	361520				2863476	AA800521
1389193_at	sortilin-related VPS10 domain containing receptor 2	Sorcs2	305438				18188136	BM388083
1389194_at				Transcribed locus, strongly similar to NP_001020450.1 receptor expression-en...		Rn.224489	4249995	AI406491
1389195_at	DNA fragmentation factor, alpha subunit	Dffa	114214				3830232	AI236726
1389196_at	hypothetical protein LOC681367	LOC681367	681367				3730689	AI180051
1389197_at	protein O-glucosyltransferase 1	Poglut1	288091				14949194	BI290535
1389198_at	SH2 domain containing 3C	Sh2d3c	362111				3730531	AI179893
1389199_at	similar to Ab2-095	RGD1309079	315891				4251040	AI407536
1389200_at	bystin-like	Bysl	359727				2938836	AA851296
1389201_at	hypothetical protein LOC100125364	LOC100125364	100125364				13270082	BG373545
1389202_at	ribulose-5-phosphate-3-epimerase	Rpe	501157				4132418	AA944520
1389203_at	SH3 binding domain protein 5 like	Sh3bp5l	690898				18187594	BM387541
1389204_at	family with sequence similarity 208, member B	Fam208b	361269				4133083	AI009647
1389205_at				Transcribed locus		Rn.6367	3226414	AI012582
1389206_at				Transcribed locus		Rn.14665	8508972	BE116867
1389207_at	egl-9 family hypoxia-inducible factor 1	Egln1	308913				14932553	BI282122
1389208_at	armadillo repeat containing, X-linked 4	Armcx4	100359678				3104478	AA944562
1389209_at	lipase maturation factor 2	Lmf2	315218				13888017	BG666095
1389210_at	lymphocyte cytosolic protein 1	Lcp1	306071				8501816	BE109711
1389211_at	cAMP-regulated phosphoprotein 21	Arpp21	363153				3103724	AA943808
1389212_at				Transcribed locus		Rn.11805	14960563	BI296278
1389213_at	vasohibin 1	Vash1	503052				4252459	AI408955
1389214_at	laminin, alpha 4	Lama4	309816	TL0ADA32YF16 mRNA sequence		Rn.204816	11394668	BF406693
1389215_at	selenophosphate synthetase 1	Sephs1	291314				4250928	AI407424
1389216_at	ubiquitin specific peptidase 24	Usp24	313427	Ubiquitin specific protease 24	Usp24	Rn.74199	7165884	AW523499
1389217_at	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Rfng	60433				4608616	AI599568
1389218_at				Transcribed locus		Rn.166116	4134410	AI169490
1389219_at	lysophosphatidylglycerol acyltransferase 1	Lpgat1	679692				4249826	AI406322
1389220_at	BBSome-interacting protein 1-like	LOC100910342	100910342	TL0ACA46YM03 mRNA sequence		Rn.30073	8505023	BE112918
1389221_at	monocyte to macrophage differentiation-associated 2	Mmd2	304301				14960557	BI296275
1389222_at	similar to Serum amyloid A-3 protein precursor	LOC691143	691143				14934018	BI282847
1389223_at				Transcribed locus		Rn.224762	4134961	AI177186
1389224_at				Transcribed locus		Rn.211780	14961290	BI296652
1389225_at				Transcribed locus		Rn.15421	14961125	BI296570
1389226_at	stromal antigen 1	Stag1	315958				14958445	BI295219
1389227_at	ras homolog family member G	Rhog	308875				13300374	BG375902
1389228_at	family with sequence similarity 136, member A	Fam136a	297415				4255796	AI412292
1389229_at	2-phosphoxylose phosphatase 1	Pxylp1	315939				3513095	AI113146
1389230_at								
1389231_at	SH3-domain GRB2-like (endophilin) interacting protein 1	Sgip1	313413	TL0AAA51YI07 mRNA sequence		Rn.222815	14961445	BI296728
1389232_at	WD repeat domain 5B	Wdr5b	303907				14960912	BI296464
1389233_at	RALBP1 associated Eps domain containing 1	Reps1	292944				14947332	BI289596
1389234_at	von Willebrand factor	Vwf	116669				14974589	BI298314
1389235_at	intercellular adhesion molecule 2	Icam2	360647				4253971	AI410467
1389236_at	myosin binding protein H-like	Mybphl	310782				3709146	AI104915
1389237_at	zinc finger, C3HC-type containing 1	Zc3hc1	296957				18183751	BM383698
1389238_at	pescadillo ribosomal biogenesis factor 1	Pes1	289740				13301049	BG376577
1389239_at							18184430	BM384377
1389240_at				Transcribed locus		Rn.18153	7169440	AW527026
1389241_at	ubiquitin protein ligase E3 component n-recognin 1	Ubr1	499877	Ubiquitin protein ligase E3 component n-recognin 1	Ubr1	Rn.117179	2863548	AA800593
1389242_at							13302198	BG377726
1389243_at				Transcribed locus		Rn.93311	4608842	AI599794
1389244_x_at	chemokine (C-X-C motif) receptor 4	Cxcr4	60628				4132591	AA945737
1389245_at	proteasome (prosome, macropain) 26S subunit, non-ATPase, 7	Psmd7	307821				11634010	BF542903
1389246_at				TL0AEA62YL02 mRNA sequence		Rn.224607	11213396	BF282414
1389247_at	polymerase (RNA) III (DNA directed) polypeptide A	Polr3a	361102				14884719	BI274108
1389248_at	galactokinase 1	Galk1	287835				4466187	AI548699
1389249_at	CTR9, Paf1/RNA polymerase II complex component	Ctr9	293184				8506955	BE114850
1389250_at				Transcribed locus		Rn.65477	8080801	AW915115
1389251_at	nudix (nucleoside diphosphate linked moiety X)-type motif 7	Nudt7	361413				3104296	AA944380
1389252_at				Transcribed locus		Rn.92325	4134065	AI102190
1389253_at	vanin 1	Vnn1	29142				14946292	BI289085
1389254_at				Transcribed locus		Rn.3883	2863474	AA800519
1389255_at	cadherin 5	Cdh5	307618				8502721	BE110616
1389256_at				Transcribed locus		Rn.1630	13305728	BG381256
1389257_at				Transcribed locus		Rn.199643	14945303	BI288578
1389258_at	ring finger protein 138, E3 ubiquitin protein ligase	Rnf138	94196				4033107	AI317840
1389259_at				Transcribed locus		Rn.14852	3020963	AA894084
1389260_at	UBX domain protein 6	Ubxn6	363332				3222225	AI008393
1389261_at	dehydrogenase/reductase (SDR family) member 13	Dhrs13	303275				14949594	BI290739
1389262_at				Transcribed locus		Rn.22489	3712196	AI172156
1389263_at	retinoic acid induced 14	Rai14	294804				3828358	AI234852
1389264_at	ankyrin repeat domain 54	Ankrd54	362957				14925595	BI278594
1389265_at	glucan (1,4-alpha-), branching enzyme 1	Gbe1	288333				14936795	BI284270
1389266_at				Transcribed locus		Rn.176544	14961116	BI296566
1389267_at				Transcribed locus		Rn.16311	11379060	BF394196
1389268_at	polymerase (DNA directed), lambda	Poll	361767				14939845	BI285816
1389269_at	GSK3B interacting protein	Gskip	362778				14938699	BI285251
1389270_x_at	similar to Urinary protein 2 precursor (RUP-2)///similar to Urinary protein 3 precursor (RUP-3)///urinary protein 2	LOC680406///LOC680367///Rup2	680406///680367///619560				3020397	AA893518
1389271_at	vasorin	Vasn	679921				14885591	BI274567
1389272_at				Transcribed locus		Rn.62685	11397277	BF409302
1389273_at	autophagy related 4B, cysteine peptidase	Atg4b	316640				13298834	BG374362
1389274_at	dephospho-CoA kinase domain containing	Dcakd	360639				4131541	AA800803
1389275_at	SH3-domain binding protein 1	Sh3bp1	300067				18185324	BM385271
1389276_at	l(3)mbt-like 3 (Drosophila)	L3mbtl3	309550	TL0AEA1YI19 mRNA sequence		Rn.204097	14886655	BI275119
1389277_at	similar to KIAA0368	RGD1306148	313196				14938713	BI285258
1389278_at	TSPY-like 2	Tspyl2	302612				14934191	BI282934
1389279_at				Transcribed locus		Rn.167297	18186257	BM386204
1389280_at				Transcribed locus		Rn.205458	4611126	AI601965
1389281_at	KN motif and ankyrin repeat domains 2	Kank2	100361376				8508706	BE116601
1389282_at	integrin, alpha 3	Itga3	360606				14953228	BI292586
1389283_at				Transcribed locus, strongly similar to NP_219500.1 transmembrane protein C9o...		Rn.216932	11390588	BF402613
1389284_at				Transcribed locus		Rn.3045	14919964	BI275747
1389285_at	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	Mpp3	114202	Membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)	Mpp3	Rn.144626	3813820	AI229933
1389286_at	glutaredoxin 5	Glrx5	362776				3816828	AI232948
1389287_at	TEA domain family member 1	Tead1	361630	CDNA clone IMAGE:7193711		Rn.148060	14927518	BI279573
1389288_at	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 2	Ndufa2	291660				14928036	BI279838
1389289_at	EWS RNA-binding protein 1	Ewsr1	289752				7177142	AW534728
1389290_at	DnaJ (Hsp40) homolog, subfamily C, member 10	Dnajc10	295690				3712074	AI172034
1389291_at	coiled-coil-helix-coiled-coil-helix domain containing 3	Chchd3	296966				4131851	AA850511
1389292_at	RAB18, member RAS oncogene family	Rab18	307039				4254943	AI411439
1389293_at	cleavage and polyadenylation specific factor 2, 100kDa	Cpsf2	299256				18190303	BM390250
1389294_at	cytoplasmic FMR1 interacting protein 1	Cyfip1	308666				3707677	AI103084
1389295_at	olfactomedin-like 2B	Olfml2b	304960				4255265	AI411761
1389296_at	ER membrane protein complex subunit 2	Emc2	362905				3708727	AI104356
1389297_at	ERO1-like (S. cerevisiae)	Ero1l	171562				3668014	AI146215
1389298_at				Transcribed locus		Rn.199100	4256368	AI412864
1389299_at	phosphate cytidylyltransferase 1, choline, alpha	Pcyt1a	140544				13895354	BG673255
1389300_at	LYR motif containing 1	Lyrm1	365361				4253919	AI410415
1389301_at	muscleblind-like splicing regulator 2	Mbnl2	680445				3727303	AI176665
1389302_at	INO80 complex subunit C	Ino80c	291737				14947098	BI289482
1389303_at	MIF4G domain containing	Mif4gd	360659				4254523	AI411019
1389304_at				Transcribed locus		Rn.164465	3726961	AI176323
1389305_at	annexin A4	Anxa4	79124				18185290	BM385237
1389306_at	matrilin 2	Matn2	299996				18187472	BM387419
1389307_at	amyloid beta (A4) precursor-like protein 1	Aplp1	502317				6966786	AW435479
1389308_at	DnaJ (Hsp40) homolog, subfamily B, member 11	Dnajb11	360734				14959745	BI295873
1389309_at	strawberry notch homolog 1 (Drosophila)	Sbno1	304470				6594914	AW251323
1389310_at	solute carrier family 2 (facilitated glucose transporter), member 13	Slc2a13	171147	Transcribed locus		Rn.7568	11388669	BF400694
